Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P568,F331,JetBlue,JFK,SEA,2023-08-16 14:50:24,348,On-time,1345,315.87,19,Male,Low,Leisure,Economy,1,Gold,Desk,8.615926544004123,4.0,9,1,1,Middle,113
P569,F857,American Airlines,SFO,DFW,2023-06-27 21:15:52,273,On-time,1224,260.71,72,Female,Medium,Business,Economy,0,,Airport Kiosk,9.269363979257925,8.0,117,0,0,Aisle,105
P570,F1952,JetBlue,DEN,LAX,2023-05-07 03:08:31,154,On-time,1646,275.22,65,Male,Medium,Business,Economy,2,,Desk,7.977239458384787,1.0,113,0,0,Aisle,29
P571,F797,United,SEA,ORD,2024-04-11 02:33:05,129,Delayed,1011,162.47,42,Female,Medium,Emergency,Economy,0,Platinum,Desk,6.990276537690116,10.0,56,0,0,Aisle,18
P572,F442,American Airlines,DFW,DEN,2024-01-09 16:17:46,319,Delayed,1266,321.76,29,Female,Medium,Family,Premium Economy,1,,Desk,7.5631606203680635,1.0,110,0,0,Aisle,16
P573,F844,Southwest,SFO,SEA,2024-10-13 11:46:47,51,Delayed,1485,345.78,62,Male,Medium,Emergency,Premium Economy,0,,Airport Kiosk,9.091284580209356,5.0,8,0,0,Middle,119
P574,F1412,Delta,ATL,SFO,2024-10-05 14:32:54,110,Cancelled,1525,171.99,55,Male,Medium,Emergency,Economy,0,Gold,Airport Kiosk,7.393486285603388,14.0,82,0,0,Middle,62
P575,F523,JetBlue,ORD,SFO,2024-07-06 02:47:49,156,On-time,1250,228.11,72,Male,Low,Business,Economy,0,,Desk,6.7208912156168985,6.0,80,0,0,Window,18
P576,F1317,Southwest,ATL,DFW,2023-09-09 11:16:49,162,Delayed,1359,394.87,70,Male,Low,Business,Premium Economy,1,Gold,Online,8.203913708256222,4.0,15,0,0,Aisle,91
P577,F283,JetBlue,SFO,DFW,2023-09-20 07:05:17,213,On-time,1142,367.41,52,Male,Medium,Business,Economy,1,Silver,Mobile App,7.217466819100726,12.0,0,0,1,Window,57
P578,F1062,Southwest,JFK,SEA,2023-12-08 00:43:52,248,On-time,1280,265.24,36,Male,Medium,Family,Premium Economy,2,Silver,Mobile App,7.7734187389319125,3.0,13,0,0,Aisle,54
P579,F586,Delta,SEA,JFK,2024-11-01 12:02:19,226,On-time,1165,332.3,34,Male,Medium,Emergency,Economy,1,Gold,Mobile App,8.554969104668627,6.0,61,1,0,Middle,89
P580,F1556,JetBlue,SEA,JFK,2024-11-16 05:19:36,135,On-time,965,428.66,79,Male,Medium,Leisure,Premium Economy,0,,Online,8.301986324476793,4.0,63,0,0,Window,100
P581,F1786,JetBlue,SFO,LAX,2023-04-27 22:07:06,202,On-time,1456,410.84,50,Female,High,Family,Economy,2,Platinum,Airport Kiosk,8.187356523338234,0.0,96,1,0,Window,89
P582,F915,Delta,SFO,SEA,2024-01-07 09:23:47,160,On-time,1077,256.01,77,Male,Low,Emergency,Economy,0,Silver,Desk,7.222443766480064,35.0,68,0,0,Window,116
P583,F943,United,JFK,SEA,2024-06-16 12:41:55,126,Delayed,1346,420.79,19,Male,Low,Business,Premium Economy,1,Platinum,Airport Kiosk,8.573679330184376,4.0,36,0,0,Aisle,61
P584,F755,United,JFK,SFO,2024-05-15 07:04:31,121,On-time,1363,281.98,56,Female,Medium,Family,Economy,1,Gold,Online,6.793262749234167,2.0,85,0,0,Middle,22
P585,F653,JetBlue,DFW,ORD,2025-04-09 05:54:15,137,On-time,1459,67.67,72,Female,Low,Family,Economy,0,Platinum,Desk,6.450265148175772,24.0,27,0,1,Window,8
P586,F1777,American Airlines,SFO,ATL,2024-05-19 18:13:09,110,On-time,1349,414.9,67,Male,Medium,Business,Business,1,Silver,Airport Kiosk,8.600427788131924,7.0,54,0,0,Aisle,11
P587,F1967,JetBlue,JFK,DFW,2024-12-16 12:55:43,306,On-time,1502,313.74,46,Female,Low,Emergency,Economy,0,,Desk,8.293621755993016,18.0,68,0,0,Aisle,116
P588,F668,American Airlines,ORD,DFW,2024-08-19 12:04:15,75,On-time,1219,315.24,68,Male,High,Business,Economy,0,Silver,Airport Kiosk,5.648361799009648,21.0,117,0,0,Aisle,0
P589,F29,Delta,DFW,JFK,2025-01-31 18:13:46,188,On-time,1188,302.72,76,Male,Low,Emergency,Economy,0,Gold,Online,7.7774380829678105,13.0,21,0,0,Window,57
P590,F1560,American Airlines,ATL,DEN,2023-08-27 06:36:52,250,On-time,714,356.85,25,Female,Low,Leisure,Premium Economy,1,,Mobile App,7.136381096386408,10.0,114,0,0,Middle,0
P591,F408,JetBlue,DEN,JFK,2023-10-07 20:52:10,126,On-time,1835,282.19,29,Male,Medium,Family,Economy,0,,Airport Kiosk,8.075533021770735,17.0,76,0,0,Aisle,110
P592,F382,United,SEA,DFW,2025-01-01 04:10:24,245,On-time,791,386.17,67,Male,High,Business,Premium Economy,1,Silver,Online,7.56045335232895,31.0,61,0,0,Window,33
P593,F1299,JetBlue,DEN,SEA,2024-05-01 02:11:48,211,Delayed,699,356.7,76,Female,Low,Family,Economy,1,,Mobile App,8.393541677024356,12.0,31,0,0,Middle,95
P594,F1929,Delta,LAX,ATL,2023-09-29 23:56:51,303,On-time,1528,273.63,40,Male,High,Family,Premium Economy,1,Silver,Mobile App,8.470060148893971,17.0,112,0,1,Aisle,117
P595,F286,United,DFW,SEA,2025-03-01 06:38:10,126,On-time,1449,267.14,54,Female,Low,Family,Economy,0,,Desk,6.961012024394445,22.0,102,0,0,Aisle,47
P596,F23,Southwest,SFO,ORD,2023-09-15 15:51:43,185,On-time,1105,400.75,65,Female,Medium,Leisure,First,0,,Desk,10.0,2.0,119,0,0,Window,88
P597,F1941,Delta,LAX,ORD,2025-01-20 14:35:39,185,On-time,949,332.5,29,Female,Medium,Family,Economy,1,Silver,Desk,7.470492049835737,6.0,71,0,0,Window,103
P598,F94,JetBlue,DEN,SFO,2024-12-09 10:48:12,159,On-time,1477,484.3,67,Female,Medium,Leisure,First,2,,Mobile App,9.671403747471599,4.0,55,0,0,Window,108
P599,F1845,JetBlue,LAX,JFK,2024-03-09 06:12:34,64,On-time,873,263.48,38,Male,Medium,Emergency,Business,0,Gold,Airport Kiosk,9.353113494420153,24.0,53,0,0,Window,116
P600,F770,American Airlines,LAX,DEN,2023-05-01 01:29:18,172,On-time,1189,624.65,71,Female,Medium,Leisure,Economy,1,Gold,Online,7.087410658444625,5.0,43,0,0,Window,0
P601,F570,Southwest,SFO,LAX,2023-09-03 10:34:14,169,On-time,1109,412.87,78,Female,Medium,Emergency,Business,0,Gold,Airport Kiosk,6.488359659447254,1.0,49,0,0,Aisle,15
P602,F413,United,SFO,SFO,2025-01-05 17:16:54,178,On-time,1579,290.39,52,Male,High,Emergency,Economy,1,Silver,Online,6.956335211887341,0.0,35,0,0,Window,60
P603,F1809,United,ORD,DEN,2023-09-15 19:25:40,33,On-time,1437,396.83,50,Male,High,Leisure,Economy,0,,Mobile App,8.401079179460822,8.0,41,0,1,Window,102
P604,F1039,United,ORD,DFW,2023-09-22 22:08:38,140,On-time,1015,362.2,52,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,7.243029130942722,13.0,69,0,0,Middle,63
P605,F487,Delta,ATL,SFO,2024-08-26 18:11:37,290,Cancelled,1804,298.43,71,Female,Low,Emergency,Premium Economy,6,Gold,Desk,7.614142313716293,12.0,116,0,0,Window,62
P606,F1830,Delta,LAX,ATL,2025-04-22 09:22:10,169,On-time,1186,354.22,20,Male,Medium,Business,Premium Economy,1,Platinum,Mobile App,8.61283886479197,1.0,116,0,0,Aisle,68
P607,F1840,United,SFO,DEN,2023-06-17 22:45:21,109,On-time,1001,369.23,75,Male,Medium,Family,First,0,,Airport Kiosk,8.448914622927356,4.0,55,0,0,Aisle,21
P608,F1764,Delta,JFK,ORD,2025-03-02 12:55:40,140,Delayed,1070,454.42,69,Female,Low,Leisure,Premium Economy,1,Silver,Desk,6.418951675359752,22.0,10,0,0,Window,92
P609,F44,Delta,ATL,SEA,2024-10-04 20:26:58,179,On-time,957,458.68,68,Female,High,Family,Economy,1,,Online,7.297395091953921,11.0,107,0,0,Window,118
P610,F64,JetBlue,ATL,DEN,2024-03-08 09:26:14,173,On-time,1308,232.67,63,Female,Low,Business,Economy,0,Silver,Airport Kiosk,7.951744077001085,6.0,32,0,0,Middle,66
P611,F199,Southwest,LAX,SFO,2023-11-20 14:20:21,108,On-time,1567,494.78,50,Female,Medium,Leisure,Business,0,Platinum,Online,8.966073016428291,10.0,92,0,0,Middle,75
P612,F946,Southwest,DEN,DFW,2025-02-19 11:31:03,194,Delayed,748,318.39,22,Male,Medium,Family,Premium Economy,3,,Online,8.155448526441276,29.0,11,0,0,Window,25
P613,F192,JetBlue,SEA,SFO,2024-07-07 16:14:27,265,On-time,998,365.0,51,Female,Low,Emergency,Business,0,,Online,8.006173679701062,1.0,119,0,0,Aisle,15
P614,F1574,JetBlue,ORD,ORD,2024-02-22 10:09:56,161,On-time,479,207.47,45,Female,Low,Family,Economy,1,Platinum,Desk,6.8540532349395455,29.0,46,0,0,Aisle,50
P615,F113,JetBlue,SEA,LAX,2024-12-19 02:45:28,236,On-time,1054,306.47,25,Female,Medium,Family,Economy,0,Gold,Airport Kiosk,6.828982807657497,10.0,57,0,0,Aisle,100
P616,F1377,Delta,ORD,DFW,2024-09-24 02:07:36,110,On-time,958,361.01,48,Female,Medium,Business,Economy,2,,Desk,7.513745247678439,8.0,95,0,0,Window,85
P617,F1239,Southwest,ATL,LAX,2024-06-10 21:55:26,194,Delayed,609,394.62,18,Female,Medium,Leisure,Premium Economy,1,Silver,Mobile App,6.607761053861557,27.0,24,0,0,Middle,56
P618,F1653,Southwest,SFO,LAX,2023-07-29 03:03:08,246,On-time,979,389.78,68,Female,Medium,Business,Economy,1,Gold,Airport Kiosk,7.296119670128509,5.0,8,1,1,Aisle,28
P619,F716,Southwest,LAX,JFK,2025-01-30 17:49:12,133,Delayed,854,233.38,73,Female,Medium,Emergency,Economy,0,Gold,Online,7.5743091583562325,17.0,14,0,0,Middle,77
P620,F1492,United,ATL,ATL,2024-07-15 21:36:02,194,Cancelled,1538,259.3,19,Male,Medium,Leisure,Premium Economy,2,Gold,Mobile App,7.74287278583194,28.0,88,0,0,Window,91
P621,F55,Delta,DEN,DFW,2024-12-08 02:59:52,154,On-time,1366,353.83,77,Female,High,Family,Business,0,,Online,10.0,14.0,24,0,0,Aisle,68
P622,F942,JetBlue,JFK,JFK,2023-10-29 00:46:11,118,On-time,1006,309.47,42,Male,Low,Family,Premium Economy,0,Gold,Mobile App,8.75127922552951,19.0,81,0,1,Middle,46
P623,F975,American Airlines,JFK,LAX,2024-11-08 15:49:32,137,On-time,1602,463.33,72,Male,Low,Leisure,Premium Economy,0,,Airport Kiosk,8.30650965450487,2.0,70,0,0,Window,112
P624,F1113,Delta,SFO,DFW,2023-09-15 15:38:20,128,On-time,1158,222.46,63,Female,Medium,Family,Economy,2,,Online,6.824625789022804,11.0,90,0,0,Middle,93
P625,F872,United,SFO,ORD,2023-10-27 21:57:59,148,Delayed,930,442.04,27,Male,Low,Emergency,Business,1,,Desk,8.958754485677495,5.0,104,0,0,Window,109
P626,F1541,JetBlue,SFO,LAX,2024-02-28 12:15:30,174,On-time,1310,429.53,28,Female,Medium,Leisure,Economy,1,Platinum,Online,7.723206405678649,4.0,71,0,1,Aisle,61
P627,F277,American Airlines,LAX,SFO,2024-10-08 05:15:14,180,On-time,1189,341.03,27,Male,Medium,Business,Economy,0,,Desk,6.5886922632179505,24.0,64,0,0,Aisle,115
P628,F1526,American Airlines,JFK,SFO,2024-06-16 03:52:14,274,On-time,919,215.0,75,Female,Medium,Emergency,Economy,2,,Desk,6.9799870578538785,1.0,95,1,0,Aisle,68
P629,F744,American Airlines,ATL,ORD,2025-03-06 02:08:18,339,On-time,650,287.09,48,Male,Low,Family,Economy,1,Platinum,Mobile App,8.258999316077807,6.0,41,0,1,Middle,75
P630,F770,Delta,LAX,JFK,2024-12-07 22:52:37,257,On-time,1192,184.3,66,Male,Low,Family,Economy,0,Silver,Online,7.11641451640539,2.0,107,0,0,Aisle,15
P631,F817,American Airlines,SEA,SEA,2024-12-18 16:18:57,183,On-time,1071,364.24,58,Female,High,Family,Economy,0,Silver,Mobile App,7.5256200463005705,10.0,92,0,0,Aisle,89
P632,F952,United,SEA,LAX,2023-08-26 09:10:44,104,Delayed,1375,324.96,39,Male,Low,Family,Business,1,,Mobile App,7.888496940970332,19.0,82,0,0,Window,89
P633,F1175,American Airlines,LAX,SFO,2024-10-16 22:17:02,290,Delayed,1484,272.26,42,Male,Medium,Leisure,Economy,1,Silver,Mobile App,7.126734369102679,6.0,57,0,1,Window,47
P634,F741,Southwest,SFO,ATL,2023-05-14 17:13:23,206,On-time,1187,369.04,37,Male,Medium,Leisure,Economy,0,,Desk,7.706857268534288,0.0,87,0,0,Middle,84
P635,F1897,Southwest,LAX,ATL,2024-06-19 03:43:34,176,On-time,1113,284.91,54,Female,Low,Family,Economy,0,,Mobile App,7.178250313211501,0.0,77,0,0,Middle,38
P636,F1479,Delta,DEN,SEA,2023-10-05 12:10:10,200,Delayed,851,364.32,39,Female,Medium,Family,Economy,0,Silver,Desk,8.133906469933446,12.0,52,0,0,Middle,99
P637,F400,Delta,DFW,SEA,2023-06-30 22:34:30,137,On-time,1087,414.54,40,Female,Low,Emergency,Business,0,,Airport Kiosk,7.333380871378659,6.0,72,0,1,Aisle,32
P638,F1619,United,DEN,ORD,2024-01-02 15:52:49,159,On-time,1507,177.8,76,Male,Medium,Business,Economy,2,,Airport Kiosk,7.715939662237857,8.0,72,0,1,Aisle,93
P639,F276,Southwest,SFO,LAX,2024-03-25 10:30:40,155,On-time,758,270.76,43,Female,Medium,Business,Economy,2,Platinum,Airport Kiosk,7.405400714962715,15.0,111,0,0,Middle,100
P640,F1980,Southwest,LAX,ATL,2023-04-29 01:39:14,54,Delayed,1270,223.78,24,Male,Medium,Leisure,Economy,0,Silver,Mobile App,7.032068551471446,19.0,115,0,0,Middle,22
P641,F550,JetBlue,ORD,JFK,2023-05-02 20:22:27,193,Cancelled,1103,420.25,23,Female,Low,Family,Economy,1,,Online,7.0337492844583505,14.0,28,0,0,Middle,9
P642,F342,American Airlines,SEA,DFW,2023-12-17 01:37:59,110,On-time,1219,416.75,74,Male,Medium,Business,Premium Economy,1,Gold,Mobile App,8.519848339898386,14.0,92,0,1,Aisle,117
P643,F344,Delta,DEN,DFW,2023-11-02 12:45:14,174,On-time,868,170.51,68,Male,Medium,Business,Premium Economy,3,,Desk,7.915401022368932,16.0,0,0,0,Window,68
P644,F165,Southwest,ORD,SFO,2023-08-13 15:05:18,314,On-time,983,345.52,23,Female,High,Business,Premium Economy,2,Platinum,Online,8.33863125530545,18.0,73,0,0,Middle,99
P645,F1875,Delta,ATL,DFW,2023-10-09 23:48:19,164,On-time,1338,167.0,76,Male,High,Emergency,Premium Economy,0,,Online,8.041991289294714,3.0,5,0,0,Aisle,33
P646,F101,Southwest,ATL,SEA,2025-03-30 13:15:22,135,On-time,1393,379.98,77,Female,Low,Leisure,Economy,2,Silver,Desk,6.6630099520798565,2.0,53,0,0,Aisle,51
P647,F684,United,ORD,DFW,2024-02-10 08:02:56,240,Delayed,1252,500.13,51,Male,Medium,Leisure,Business,0,Gold,Desk,8.826820275318429,9.0,22,0,0,Middle,94
P648,F1765,Southwest,DEN,LAX,2024-06-01 21:54:35,160,Delayed,603,490.07,18,Male,Low,Family,Premium Economy,1,Silver,Online,7.745639079781719,7.0,109,0,0,Window,9
P649,F670,United,SFO,SEA,2023-11-09 04:16:09,89,On-time,1495,389.31,79,Male,Medium,Emergency,Economy,1,Platinum,Airport Kiosk,6.250606860869575,5.0,64,0,0,Window,18
P650,F27,United,JFK,SEA,2023-06-05 10:45:14,200,On-time,1418,256.58,39,Male,Medium,Leisure,Economy,2,Silver,Airport Kiosk,7.709280120460576,2.0,110,1,0,Middle,57
P651,F933,Delta,DEN,SEA,2024-08-07 18:13:45,272,On-time,1321,394.74,70,Female,Medium,Family,Economy,1,,Online,7.950175091222064,21.0,89,0,0,Middle,95
P652,F192,Southwest,JFK,SEA,2024-12-10 06:13:27,223,On-time,1194,391.63,55,Female,Medium,Business,Economy,0,Gold,Airport Kiosk,7.306629102401938,8.0,67,0,0,Window,0
P653,F1601,American Airlines,SFO,DFW,2024-06-26 07:54:46,187,On-time,1010,389.2,77,Female,Medium,Leisure,Premium Economy,1,Silver,Mobile App,7.467770299412611,49.0,43,0,0,Aisle,119
P654,F1121,JetBlue,ORD,SFO,2025-04-15 15:14:57,156,On-time,1431,461.86,66,Male,Medium,Emergency,Economy,4,Silver,Desk,6.664589140228694,6.0,24,0,0,Window,68
P655,F528,JetBlue,ORD,LAX,2023-07-03 17:11:42,102,On-time,1430,401.01,21,Male,Medium,Leisure,Economy,2,,Online,7.469160801865552,4.0,9,0,0,Middle,108
P656,F868,American Airlines,ATL,ORD,2025-01-06 19:21:31,197,On-time,1439,293.89,65,Male,Medium,Family,Economy,0,Gold,Mobile App,7.532596781487037,18.0,8,1,0,Middle,3
P657,F1209,Southwest,LAX,LAX,2023-07-27 15:38:40,124,Delayed,961,291.3,26,Female,Medium,Leisure,Economy,2,Silver,Mobile App,6.799588919954967,15.0,1,0,1,Middle,15
P658,F498,American Airlines,DFW,SEA,2024-02-26 06:55:33,151,On-time,1359,323.06,35,Male,Medium,Leisure,Business,1,Gold,Mobile App,7.786737237180448,31.0,60,0,0,Middle,23
P659,F1872,American Airlines,SEA,ORD,2023-11-17 07:26:15,90,Delayed,964,520.13,63,Male,High,Leisure,Economy,1,Gold,Airport Kiosk,7.065540299673017,1.0,86,0,0,Window,79
P660,F1744,American Airlines,SEA,ORD,2023-12-10 13:26:38,254,On-time,1061,309.02,71,Female,Medium,Leisure,Business,0,,Desk,7.973271203552136,27.0,84,0,0,Aisle,118
P661,F429,United,DFW,SFO,2025-02-17 19:48:06,100,On-time,1401,429.18,59,Male,Medium,Leisure,Premium Economy,1,Silver,Airport Kiosk,6.855851058910543,6.0,62,0,0,Aisle,1
P662,F503,JetBlue,ATL,ATL,2024-11-25 04:54:27,293,On-time,705,359.11,64,Male,Medium,Business,Business,1,Silver,Online,9.655232325514357,8.0,37,0,0,Window,112
P663,F1156,United,SEA,SFO,2024-06-29 12:16:48,61,Cancelled,1032,307.41,73,Female,Low,Family,Economy,2,Silver,Airport Kiosk,7.957865442395301,5.0,81,0,0,Aisle,91
P664,F25,JetBlue,JFK,DFW,2024-04-15 11:56:47,285,On-time,1667,317.19,77,Male,Medium,Emergency,Economy,1,,Online,6.763802485531901,5.0,34,0,0,Middle,31
P665,F1781,American Airlines,ATL,DEN,2023-11-10 12:35:29,149,On-time,1346,370.61,63,Male,Medium,Family,Business,1,Silver,Airport Kiosk,8.733905513486054,8.0,24,0,0,Window,90
P666,F685,American Airlines,ATL,DFW,2024-06-14 04:27:42,211,On-time,1604,183.46,55,Male,Medium,Business,Economy,1,Silver,Mobile App,8.120572405024534,0.0,59,0,0,Aisle,83
P667,F901,Southwest,JFK,SEA,2024-04-05 10:30:20,175,Delayed,1437,247.69,36,Female,Low,Business,Premium Economy,0,,Desk,7.556672697195521,24.0,54,0,0,Aisle,23
P668,F1553,Delta,SFO,DFW,2024-02-18 16:25:13,241,On-time,1034,398.14,65,Male,Medium,Emergency,Economy,0,Platinum,Airport Kiosk,7.618357168958517,6.0,33,0,0,Aisle,11
P669,F96,Southwest,ORD,ATL,2024-05-17 11:42:45,168,On-time,974,287.43,48,Female,Medium,Emergency,Premium Economy,0,,Online,7.565612316769231,2.0,15,0,0,Aisle,49
P670,F54,Southwest,DEN,DEN,2023-12-25 02:14:12,183,On-time,1029,213.32,48,Female,Medium,Business,Business,2,,Desk,8.272333560826223,19.0,109,0,0,Aisle,34
P671,F282,United,ATL,JFK,2024-05-01 15:53:01,186,Cancelled,1128,401.93,48,Female,Medium,Emergency,Economy,1,Gold,Airport Kiosk,7.299497385015147,5.0,35,0,0,Middle,32
P672,F1726,Delta,DFW,SEA,2024-06-22 02:41:30,237,On-time,1278,380.13,21,Male,High,Leisure,Business,0,Silver,Mobile App,7.9055249233889855,6.0,40,0,0,Middle,32
P673,F279,American Airlines,JFK,ATL,2023-10-06 07:31:47,160,On-time,1539,295.74,41,Male,Low,Family,Economy,2,,Online,8.034136451716682,0.0,104,0,1,Window,60
P674,F1753,Southwest,ATL,DEN,2024-12-25 16:31:05,233,On-time,1350,194.49,69,Male,Medium,Family,Business,1,Platinum,Desk,7.885468481746757,14.0,84,0,0,Window,50
P675,F623,United,ATL,SFO,2024-06-17 23:50:48,147,Delayed,1101,410.18,37,Male,High,Business,Economy,1,Platinum,Mobile App,7.9240060472991125,0.0,98,0,0,Window,42
P676,F904,JetBlue,ORD,ORD,2024-04-13 06:53:45,135,On-time,1417,124.76,46,Male,High,Leisure,Premium Economy,1,,Airport Kiosk,7.8029594859323,27.0,90,0,0,Aisle,100
P677,F1141,United,DEN,LAX,2023-04-27 13:57:18,189,Cancelled,1570,316.62,23,Female,Low,Family,Economy,0,,Online,6.878484953903072,14.0,7,0,0,Window,11
P678,F1609,JetBlue,JFK,LAX,2024-05-25 09:48:05,216,On-time,1206,82.17,46,Male,Medium,Leisure,Premium Economy,1,Silver,Online,8.858975782656465,1.0,11,0,0,Window,66
P679,F747,Southwest,ORD,LAX,2023-07-31 11:43:22,-3,Delayed,975,215.7,49,Female,Medium,Business,Business,0,,Desk,7.6574328142223544,33.0,111,0,0,Window,64
P680,F1441,Southwest,DEN,SEA,2024-04-16 21:07:40,38,On-time,847,304.74,77,Female,Low,Emergency,Premium Economy,2,,Desk,7.558238661764201,17.0,9,0,0,Aisle,32
P681,F453,United,LAX,JFK,2024-03-09 05:41:44,98,On-time,1061,389.52,60,Female,Medium,Leisure,Economy,1,Silver,Mobile App,7.090500696170177,1.0,77,0,0,Middle,39
P682,F1576,JetBlue,DEN,DFW,2024-09-19 17:22:58,109,On-time,666,397.83,32,Male,High,Family,Economy,0,,Online,7.797948249466583,0.0,42,0,0,Middle,73
P683,F1204,Delta,JFK,LAX,2023-06-21 00:41:44,215,On-time,1483,79.04,33,Male,Low,Business,Premium Economy,2,,Mobile App,8.071157781775751,5.0,83,0,0,Aisle,42
P684,F1322,Delta,DFW,DEN,2024-09-15 01:14:02,244,On-time,1508,309.92,22,Female,High,Emergency,Premium Economy,0,Silver,Desk,7.706678867863221,6.0,20,0,0,Aisle,43
P685,F453,United,DEN,LAX,2024-07-23 07:22:46,96,On-time,911,354.19,34,Male,High,Leisure,Business,1,Silver,Mobile App,6.951096886563146,33.0,7,0,0,Aisle,28
P686,F1167,Delta,DFW,ORD,2023-05-09 08:46:07,267,On-time,839,299.71,20,Female,Medium,Emergency,Economy,0,Gold,Airport Kiosk,6.323760855056255,19.0,71,0,0,Aisle,12
P687,F1961,Delta,ORD,JFK,2023-09-18 02:41:35,200,On-time,1265,417.43,33,Male,Medium,Family,Premium Economy,2,,Airport Kiosk,6.5060137914111245,1.0,16,0,0,Aisle,11
P688,F432,JetBlue,DEN,DEN,2024-09-18 07:40:30,203,Delayed,1537,435.33,55,Female,Medium,Emergency,Economy,0,Platinum,Desk,8.03435772437885,4.0,68,0,0,Middle,94
P689,F603,JetBlue,ATL,JFK,2024-09-27 10:16:45,171,On-time,1527,271.33,56,Female,High,Emergency,Premium Economy,1,,Online,6.422981198279919,12.0,23,0,0,Window,45
P690,F1506,JetBlue,JFK,SEA,2023-10-12 16:13:54,169,On-time,1623,452.65,62,Female,Medium,Family,Economy,2,,Airport Kiosk,6.583832084732695,26.0,21,0,0,Middle,1
P691,F1716,United,ORD,ATL,2024-01-18 17:23:28,240,On-time,1258,279.77,41,Male,Medium,Leisure,Economy,1,,Desk,7.425633806545158,8.0,45,0,0,Aisle,114
P692,F1279,JetBlue,SEA,LAX,2024-04-22 03:24:43,81,On-time,810,222.95,78,Male,Low,Family,Business,0,,Airport Kiosk,9.418975792212478,0.0,27,0,1,Middle,113
P693,F494,Delta,DEN,SFO,2024-11-29 08:12:36,63,On-time,1195,306.01,75,Female,Low,Business,Economy,1,Silver,Mobile App,7.601282153034027,0.0,52,0,0,Aisle,34
P694,F1234,American Airlines,ATL,SFO,2024-03-26 08:29:56,139,On-time,1288,336.38,78,Male,Medium,Emergency,Economy,0,,Airport Kiosk,8.750800655722523,1.0,0,0,1,Window,86
P695,F1602,Delta,DFW,SEA,2023-10-17 16:31:04,230,On-time,1254,316.78,23,Female,Medium,Family,Business,1,,Mobile App,10.0,2.0,57,0,0,Middle,80
P696,F1048,United,JFK,ATL,2024-01-18 14:53:05,98,On-time,1744,278.92,40,Male,Low,Emergency,Business,0,Silver,Desk,9.211298426500074,4.0,36,0,0,Window,89
P697,F723,American Airlines,LAX,ATL,2023-12-29 22:19:54,279,On-time,1542,411.06,71,Female,Medium,Business,Economy,2,Silver,Online,6.76745182398998,1.0,21,0,0,Middle,7
P698,F265,JetBlue,LAX,DEN,2023-11-23 22:53:33,57,On-time,1499,352.33,73,Male,Low,Family,Economy,1,,Online,7.079729924047935,17.0,32,0,1,Aisle,92
P699,F1965,American Airlines,LAX,DFW,2025-02-08 06:03:09,254,On-time,1744,338.62,32,Male,Low,Leisure,Economy,1,Silver,Online,7.6554630526329,0.0,75,0,1,Aisle,25
P700,F1823,Delta,ORD,DEN,2023-08-19 15:22:53,156,On-time,987,408.89,57,Male,Low,Family,First,1,Silver,Mobile App,8.307562708836919,14.0,108,0,0,Aisle,73
P701,F1170,JetBlue,DEN,DEN,2025-04-17 15:25:59,196,On-time,1287,334.2,64,Male,Low,Emergency,Premium Economy,2,Silver,Desk,8.01546933871966,20.0,70,0,0,Aisle,89
P702,F324,JetBlue,LAX,SFO,2024-04-24 14:12:52,213,On-time,1347,264.94,52,Female,Low,Emergency,Premium Economy,0,Gold,Online,7.883149209959898,16.0,78,0,0,Aisle,33
P703,F1546,Southwest,LAX,JFK,2024-09-11 15:58:10,269,On-time,737,318.88,64,Male,Medium,Leisure,Economy,0,,Desk,8.559124884963293,1.0,96,0,0,Aisle,114
P704,F1809,JetBlue,SFO,SFO,2023-09-03 05:37:17,78,On-time,1008,473.12,43,Female,Low,Emergency,Economy,0,Gold,Mobile App,8.247101729711153,5.0,85,0,0,Middle,104
P705,F833,Delta,SEA,DEN,2025-03-21 02:28:00,191,On-time,1152,411.85,32,Female,Medium,Family,Business,1,Platinum,Airport Kiosk,6.480194901036184,44.0,105,0,0,Middle,6
P706,F803,Southwest,SEA,JFK,2024-07-29 21:33:02,215,On-time,1477,598.19,78,Male,Medium,Leisure,Premium Economy,0,Silver,Desk,8.162709778594538,3.0,70,0,0,Aisle,67
P707,F1758,American Airlines,JFK,DFW,2024-11-07 02:29:58,173,On-time,1034,286.45,42,Female,Medium,Family,Economy,2,Silver,Airport Kiosk,7.345603210244846,20.0,32,0,0,Window,57
P708,F1289,Southwest,JFK,DEN,2024-07-15 13:06:21,276,On-time,1529,242.78,42,Male,Medium,Family,Economy,0,Silver,Online,8.027252203560927,0.0,41,0,0,Aisle,116
P709,F468,JetBlue,LAX,JFK,2025-04-04 20:56:53,159,On-time,1155,689.87,46,Male,Medium,Leisure,Economy,0,Gold,Airport Kiosk,8.325627727152094,14.0,46,0,0,Window,113
